"date","time","metro","population","variable","value","valueNorm"
2020-05-27,147,"Philadelphia",1584064,"deaths",10.7142857142857,6.76379597938323
2020-05-28,148,"Philadelphia",1584064,"deaths",11.8571428571429,7.48526755051744
2020-05-29,149,"Philadelphia",1584064,"deaths",12.1428571428571,7.66563544330099
2020-05-30,150,"Philadelphia",1584064,"deaths",14.7142857142857,9.28894647835297
2020-05-31,151,"Philadelphia",1584064,"deaths",13.8571428571429,8.74784280000231
2020-06-01,152,"Philadelphia",1584064,"deaths",16,10.100601995879
2020-06-02,153,"Philadelphia",1584064,"deaths",15.8571428571429,10.0104180494872
2020-06-03,154,"Philadelphia",1584064,"deaths",15.1428571428571,9.55949831752829
2020-06-04,155,"Philadelphia",1584064,"deaths",14.8571428571429,9.37913042474474
2020-06-05,156,"Philadelphia",1584064,"deaths",14.4285714285714,9.10857858556941
2020-06-06,157,"Philadelphia",1584064,"deaths",12.8571428571429,8.11655517525987
2020-06-07,158,"Philadelphia",1584064,"deaths",13.5714285714286,8.56747490721876
2020-06-08,159,"Philadelphia",1584064,"deaths",11,6.94416387216678
2020-06-09,160,"Philadelphia",1584064,"deaths",10.8571428571429,6.85397992577501
2020-06-10,161,"Philadelphia",1584064,"deaths",12.5714285714286,7.93618728247632
2020-06-11,162,"Philadelphia",1584064,"deaths",12.1428571428571,7.66563544330099
2020-06-12,163,"Philadelphia",1584064,"deaths",12.5714285714286,7.93618728247632
2020-06-13,164,"Philadelphia",1584064,"deaths",11.7142857142857,7.39508360412566
2020-06-14,165,"Philadelphia",1584064,"deaths",10.5714285714286,6.67361203299145
2020-06-15,166,"Philadelphia",1584064,"deaths",9.85714285714286,6.22269230103257
2020-06-16,167,"Philadelphia",1584064,"deaths",9,5.68158862268191
2020-06-17,168,"Philadelphia",1584064,"deaths",7.14285714285714,4.50919731958882
2020-06-18,169,"Philadelphia",1584064,"deaths",6.85714285714286,4.32882942680527
2020-06-19,170,"Philadelphia",1584064,"deaths",6.28571428571429,3.96809364123816
2020-06-20,171,"Philadelphia",1584064,"deaths",6.57142857142857,4.14846153402171
2020-06-21,172,"Philadelphia",1584064,"deaths",6.85714285714286,4.32882942680527
2020-06-22,173,"Philadelphia",1584064,"deaths",6.14285714285714,3.87790969484638
2020-06-23,174,"Philadelphia",1584064,"deaths",5.28571428571429,3.33680601649573
2020-06-24,175,"Philadelphia",1584064,"deaths",5.57142857142857,3.51717390927928
2020-06-25,176,"Philadelphia",1584064,"deaths",5.57142857142857,3.51717390927928
2020-06-26,177,"Philadelphia",1584064,"deaths",6,3.78772574845461
2020-06-27,178,"Philadelphia",1584064,"deaths",6,3.78772574845461
2020-06-28,179,"Philadelphia",1584064,"deaths",4.71428571428571,2.97607023092862
2020-06-29,180,"Philadelphia",1584064,"deaths",4.57142857142857,2.88588628453684
2020-06-30,181,"Philadelphia",1584064,"deaths",4.57142857142857,2.88588628453684
2020-07-01,182,"Philadelphia",1584064,"deaths",4,2.52515049896974
2020-07-02,183,"Philadelphia",1584064,"deaths",3.85714285714286,2.43496655257796
2020-07-03,184,"Philadelphia",1584064,"deaths",3.42857142857143,2.16441471340263
2020-07-04,185,"Philadelphia",1584064,"deaths",2.14285714285714,1.35275919587665
2020-07-05,186,"Philadelphia",1584064,"deaths",2.71428571428571,1.71349498144375
2020-07-06,187,"Philadelphia",1584064,"deaths",2.57142857142857,1.62331103505198
2020-07-07,188,"Philadelphia",1584064,"deaths",2.28571428571429,1.44294314226842
2020-07-08,189,"Philadelphia",1584064,"deaths",2.42857142857143,1.5331270886602
2020-07-09,190,"Philadelphia",1584064,"deaths",2.57142857142857,1.62331103505198
2020-07-10,191,"Philadelphia",1584064,"deaths",3,1.8938628742273
2020-07-11,192,"Philadelphia",1584064,"deaths",3.57142857142857,2.25459865979441
2020-07-12,193,"Philadelphia",1584064,"deaths",3.57142857142857,2.25459865979441
2020-07-13,194,"Philadelphia",1584064,"deaths",4.42857142857143,2.79570233814507
2020-07-14,195,"Philadelphia",1584064,"deaths",4.28571428571429,2.70551839175329
2020-07-15,196,"Philadelphia",1584064,"deaths",4.14285714285714,2.61533444536152
2020-07-16,197,"Philadelphia",1584064,"deaths",4,2.52515049896974
2020-07-17,198,"Philadelphia",1584064,"deaths",3.57142857142857,2.25459865979441
2020-07-18,199,"Philadelphia",1584064,"deaths",2.85714285714286,1.80367892783553
2020-07-19,200,"Philadelphia",1584064,"deaths",2.85714285714286,1.80367892783553
2020-07-20,201,"Philadelphia",1584064,"deaths",1.57142857142857,0.99202341030954
2020-07-21,202,"Philadelphia",1584064,"deaths",1.57142857142857,0.99202341030954
2020-07-22,203,"Philadelphia",1584064,"deaths",1.57142857142857,0.99202341030954
2020-07-23,204,"Philadelphia",1584064,"deaths",1.57142857142857,0.99202341030954
2020-07-24,205,"Philadelphia",1584064,"deaths",1.85714285714286,1.17239130309309
2020-07-25,206,"Philadelphia",1584064,"deaths",1.71428571428571,1.08220735670132
2020-07-26,207,"Philadelphia",1584064,"deaths",1,0.631287624742435
2020-07-27,208,"Philadelphia",1584064,"deaths",1.42857142857143,0.901839463917764
2020-07-28,209,"Philadelphia",1584064,"deaths",2,1.26257524948487
2020-07-29,210,"Philadelphia",1584064,"deaths",2,1.26257524948487
2020-07-30,211,"Philadelphia",1584064,"deaths",2,1.26257524948487
2020-07-31,212,"Philadelphia",1584064,"deaths",2,1.26257524948487
2020-08-01,213,"Philadelphia",1584064,"deaths",2.42857142857143,1.5331270886602
2020-08-02,214,"Philadelphia",1584064,"deaths",2.14285714285714,1.35275919587665
2020-08-03,215,"Philadelphia",1584064,"deaths",1.85714285714286,1.17239130309309
2020-08-04,216,"Philadelphia",1584064,"deaths",1.71428571428571,1.08220735670132
2020-08-05,217,"Philadelphia",1584064,"deaths",1.85714285714286,1.17239130309309
2020-08-06,218,"Philadelphia",1584064,"deaths",1.85714285714286,1.17239130309309
2020-08-07,219,"Philadelphia",1584064,"deaths",1.71428571428571,1.08220735670132
2020-08-08,220,"Philadelphia",1584064,"deaths",2.14285714285714,1.35275919587665
2020-08-09,221,"Philadelphia",1584064,"deaths",3,1.8938628742273
2020-08-10,222,"Philadelphia",1584064,"deaths",3.85714285714286,2.43496655257796
2020-08-11,223,"Philadelphia",1584064,"deaths",3.71428571428571,2.34478260618619
2020-08-12,224,"Philadelphia",1584064,"deaths",4.14285714285714,2.61533444536152
2020-08-13,225,"Philadelphia",1584064,"deaths",4.28571428571429,2.70551839175329
2020-08-14,226,"Philadelphia",1584064,"deaths",4.14285714285714,2.61533444536152
2020-08-15,227,"Philadelphia",1584064,"deaths",4.71428571428571,2.97607023092862
2020-08-16,228,"Philadelphia",1584064,"deaths",5,3.15643812371217
2020-08-17,229,"Philadelphia",1584064,"deaths",4.14285714285714,2.61533444536152
2020-08-18,230,"Philadelphia",1584064,"deaths",4.28571428571429,2.70551839175329
2020-08-19,231,"Philadelphia",1584064,"deaths",3.71428571428571,2.34478260618619
2020-08-20,232,"Philadelphia",1584064,"deaths",3.57142857142857,2.25459865979441
2020-08-21,233,"Philadelphia",1584064,"deaths",3.57142857142857,2.25459865979441
2020-08-22,234,"Philadelphia",1584064,"deaths",2.28571428571429,1.44294314226842
2020-08-23,235,"Philadelphia",1584064,"deaths",1.57142857142857,0.99202341030954
2020-08-24,236,"Philadelphia",1584064,"deaths",1.57142857142857,0.99202341030954
2020-08-25,237,"Philadelphia",1584064,"deaths",1.14285714285714,0.721471571134211
2020-08-26,238,"Philadelphia",1584064,"deaths",1.28571428571429,0.811655517525988
2020-08-27,239,"Philadelphia",1584064,"deaths",1.28571428571429,0.811655517525988
2020-08-28,240,"Philadelphia",1584064,"deaths",1.28571428571429,0.811655517525988
2020-08-29,241,"Philadelphia",1584064,"deaths",1.28571428571429,0.811655517525988
2020-08-30,242,"Philadelphia",1584064,"deaths",1,0.631287624742435
2020-08-31,243,"Philadelphia",1584064,"deaths",0.857142857142857,0.541103678350658
2020-09-01,244,"Philadelphia",1584064,"deaths",0.714285714285714,0.450919731958882
2020-09-02,245,"Philadelphia",1584064,"deaths",0.857142857142857,0.541103678350658
2020-09-03,246,"Philadelphia",1584064,"deaths",0.857142857142857,0.541103678350658
2020-09-04,247,"Philadelphia",1584064,"deaths",1.28571428571429,0.811655517525988
2020-09-05,248,"Philadelphia",1584064,"deaths",1.57142857142857,0.99202341030954
2020-09-06,249,"Philadelphia",1584064,"deaths",1.42857142857143,0.901839463917764
2020-09-07,250,"Philadelphia",1584064,"deaths",1.42857142857143,0.901839463917764
2020-09-08,251,"Philadelphia",1584064,"deaths",1.85714285714286,1.17239130309309
2020-09-09,252,"Philadelphia",1584064,"deaths",1.57142857142857,0.99202341030954
2020-09-10,253,"Philadelphia",1584064,"deaths",1.57142857142857,0.99202341030954
2020-09-11,254,"Philadelphia",1584064,"deaths",2,1.26257524948487
2020-09-12,255,"Philadelphia",1584064,"deaths",1.85714285714286,1.17239130309309
2020-09-13,256,"Philadelphia",1584064,"deaths",2.57142857142857,1.62331103505198
2020-09-14,257,"Philadelphia",1584064,"deaths",2.42857142857143,1.5331270886602
2020-09-15,258,"Philadelphia",1584064,"deaths",2.71428571428571,1.71349498144375
2020-09-16,259,"Philadelphia",1584064,"deaths",3,1.8938628742273
2020-09-17,260,"Philadelphia",1584064,"deaths",3.57142857142857,2.25459865979441
2020-09-18,261,"Philadelphia",1584064,"deaths",2.71428571428571,1.71349498144375
2020-09-19,262,"Philadelphia",1584064,"deaths",2.85714285714286,1.80367892783553
2020-09-20,263,"Philadelphia",1584064,"deaths",2.85714285714286,1.80367892783553
2020-09-21,264,"Philadelphia",1584064,"deaths",2.85714285714286,1.80367892783553
2020-09-22,265,"Philadelphia",1584064,"deaths",2.14285714285714,1.35275919587665
2020-09-23,266,"Philadelphia",1584064,"deaths",2.28571428571429,1.44294314226842
2020-09-24,267,"Philadelphia",1584064,"deaths",1.71428571428571,1.08220735670132
2020-09-25,268,"Philadelphia",1584064,"deaths",1.71428571428571,1.08220735670132
2020-09-26,269,"Philadelphia",1584064,"deaths",1.71428571428571,1.08220735670132
2020-09-27,270,"Philadelphia",1584064,"deaths",1.28571428571429,0.811655517525988
2020-09-28,271,"Philadelphia",1584064,"deaths",2,1.26257524948487
2020-09-29,272,"Philadelphia",1584064,"deaths",2.42857142857143,1.5331270886602
2020-09-30,273,"Philadelphia",1584064,"deaths",2.14285714285714,1.35275919587665
2020-10-01,274,"Philadelphia",1584064,"deaths",2.42857142857143,1.5331270886602
2020-10-02,275,"Philadelphia",1584064,"deaths",2.57142857142857,1.62331103505198
2020-10-03,276,"Philadelphia",1584064,"deaths",2.42857142857143,1.5331270886602
2020-10-04,277,"Philadelphia",1584064,"deaths",2.57142857142857,1.62331103505198
2020-10-05,278,"Philadelphia",1584064,"deaths",2.42857142857143,1.5331270886602
2020-10-06,279,"Philadelphia",1584064,"deaths",2.14285714285714,1.35275919587665
2020-10-07,280,"Philadelphia",1584064,"deaths",2.57142857142857,1.62331103505198
2020-10-08,281,"Philadelphia",1584064,"deaths",2.28571428571429,1.44294314226842
2020-10-09,282,"Philadelphia",1584064,"deaths",2.28571428571429,1.44294314226842
2020-10-10,283,"Philadelphia",1584064,"deaths",2.14285714285714,1.35275919587665
2020-10-11,284,"Philadelphia",1584064,"deaths",1.85714285714286,1.17239130309309
2020-10-12,285,"Philadelphia",1584064,"deaths",1.71428571428571,1.08220735670132
2020-10-13,286,"Philadelphia",1584064,"deaths",2.14285714285714,1.35275919587665
2020-10-14,287,"Philadelphia",1584064,"deaths",1.71428571428571,1.08220735670132
2020-10-15,288,"Philadelphia",1584064,"deaths",1.71428571428571,1.08220735670132
2020-10-16,289,"Philadelphia",1584064,"deaths",1.71428571428571,1.08220735670132
2020-10-17,290,"Philadelphia",1584064,"deaths",1.57142857142857,0.99202341030954
2020-10-18,291,"Philadelphia",1584064,"deaths",1.57142857142857,0.99202341030954
2020-10-19,292,"Philadelphia",1584064,"deaths",1.42857142857143,0.901839463917764
2020-10-20,293,"Philadelphia",1584064,"deaths",1.14285714285714,0.721471571134211
2020-10-21,294,"Philadelphia",1584064,"deaths",1.14285714285714,0.721471571134211
2020-10-22,295,"Philadelphia",1584064,"deaths",1.28571428571429,0.811655517525988
2020-10-23,296,"Philadelphia",1584064,"deaths",1.28571428571429,0.811655517525988
2020-10-24,297,"Philadelphia",1584064,"deaths",1.85714285714286,1.17239130309309
2020-10-25,298,"Philadelphia",1584064,"deaths",2,1.26257524948487
2020-10-26,299,"Philadelphia",1584064,"deaths",2.71428571428571,1.71349498144375
2020-10-27,300,"Philadelphia",1584064,"deaths",2.42857142857143,1.5331270886602
2020-10-28,301,"Philadelphia",1584064,"deaths",2.57142857142857,1.62331103505198
2020-10-29,302,"Philadelphia",1584064,"deaths",2.71428571428571,1.71349498144375
2020-10-30,303,"Philadelphia",1584064,"deaths",2.57142857142857,1.62331103505198
2020-10-31,304,"Philadelphia",1584064,"deaths",2.42857142857143,1.5331270886602
2020-11-01,305,"Philadelphia",1584064,"deaths",2.57142857142857,1.62331103505198
2020-11-02,306,"Philadelphia",1584064,"deaths",1.71428571428571,1.08220735670132
2020-11-03,307,"Philadelphia",1584064,"deaths",2.14285714285714,1.35275919587665
2020-11-04,308,"Philadelphia",1584064,"deaths",2.14285714285714,1.35275919587665
2020-11-05,309,"Philadelphia",1584064,"deaths",2,1.26257524948487
2020-11-06,310,"Philadelphia",1584064,"deaths",2.14285714285714,1.35275919587665
2020-11-07,311,"Philadelphia",1584064,"deaths",2.14285714285714,1.35275919587665
2020-11-08,312,"Philadelphia",1584064,"deaths",2,1.26257524948487
2020-11-09,313,"Philadelphia",1584064,"deaths",2.57142857142857,1.62331103505198
2020-11-10,314,"Philadelphia",1584064,"deaths",3.28571428571429,2.07423076701086
2020-11-11,315,"Philadelphia",1584064,"deaths",3.85714285714286,2.43496655257796
2020-11-12,316,"Philadelphia",1584064,"deaths",3.71428571428571,2.34478260618619
2020-11-13,317,"Philadelphia",1584064,"deaths",3.71428571428571,2.34478260618619
2020-11-14,318,"Philadelphia",1584064,"deaths",3.85714285714286,2.43496655257796
2020-11-15,319,"Philadelphia",1584064,"deaths",5.28571428571429,3.33680601649573
2020-11-16,320,"Philadelphia",1584064,"deaths",5.85714285714286,3.69754180206283
2020-11-17,321,"Philadelphia",1584064,"deaths",5.71428571428571,3.60735785567106
2020-11-18,322,"Philadelphia",1584064,"deaths",6.28571428571429,3.96809364123816
2020-11-19,323,"Philadelphia",1584064,"deaths",6.42857142857143,4.05827758762994
2020-11-20,324,"Philadelphia",1584064,"deaths",6.42857142857143,4.05827758762994
2020-11-21,325,"Philadelphia",1584064,"deaths",7.14285714285714,4.50919731958882
2020-11-22,326,"Philadelphia",1584064,"deaths",6.71428571428571,4.23864548041349
2020-11-23,327,"Philadelphia",1584064,"deaths",7.28571428571429,4.5993812659806
2020-11-24,328,"Philadelphia",1584064,"deaths",6.42857142857143,4.05827758762994
2020-11-25,329,"Philadelphia",1584064,"deaths",5.28571428571429,3.33680601649573
2020-11-26,330,"Philadelphia",1584064,"deaths",6.71428571428571,4.23864548041349
2020-11-27,331,"Philadelphia",1584064,"deaths",6.57142857142857,4.14846153402171
2020-11-28,332,"Philadelphia",1584064,"deaths",7.57142857142857,4.77974915876415
2020-11-29,333,"Philadelphia",1584064,"deaths",9.57142857142857,6.04232440824902
2020-11-30,334,"Philadelphia",1584064,"deaths",10.1428571428571,6.40306019381612
2020-12-01,335,"Philadelphia",1584064,"deaths",12.2857142857143,7.75581938969277
2020-12-02,336,"Philadelphia",1584064,"deaths",13,8.20673912165165
2020-12-03,337,"Philadelphia",1584064,"deaths",11.8571428571429,7.48526755051744
2020-12-04,338,"Philadelphia",1584064,"deaths",12.1428571428571,7.66563544330099
2020-12-05,339,"Philadelphia",1584064,"deaths",12.1428571428571,7.66563544330099
2020-12-06,340,"Philadelphia",1584064,"deaths",12,7.57545149690922
2020-12-07,341,"Philadelphia",1584064,"deaths",11.8571428571429,7.48526755051744
2020-12-08,342,"Philadelphia",1584064,"deaths",12.2857142857143,7.75581938969277
2020-12-09,343,"Philadelphia",1584064,"deaths",13,8.20673912165165
2020-12-10,344,"Philadelphia",1584064,"deaths",13.8571428571429,8.74784280000231
2020-12-11,345,"Philadelphia",1584064,"deaths",13.7142857142857,8.65765885361053
2020-12-12,346,"Philadelphia",1584064,"deaths",15.5714285714286,9.83005015670362
2020-12-13,347,"Philadelphia",1584064,"deaths",15,9.46931437113652
2020-12-14,348,"Philadelphia",1584064,"deaths",14.8571428571429,9.37913042474474
2020-12-15,349,"Philadelphia",1584064,"deaths",14,8.83802674639409
2020-12-16,350,"Philadelphia",1584064,"deaths",13.8571428571429,8.74784280000231
2020-12-17,351,"Philadelphia",1584064,"deaths",14.8571428571429,9.37913042474474
2020-12-18,352,"Philadelphia",1584064,"deaths",14.8571428571429,9.37913042474474
2020-12-19,353,"Philadelphia",1584064,"deaths",14.8571428571429,9.37913042474474
2020-12-20,354,"Philadelphia",1584064,"deaths",14.8571428571429,9.37913042474474
